!! request processed by HyperLeda Tue Oct 21 01:08:22 2014
!! Number of lines in uploaded file: 1014
                  name                  |      vdis       |      bri25      |      mabs       |
PGC083875                               |                 |                 |                 |
PGC083878                               |                 |                 |                 |
PGC083879                               |                 |                 |                 |
PGC083880                               |                 |                 |                 |
PGC083882                               |                 | 23.65           |                 |
PGC083883                               |                 |                 |                 |
PGC083886                               |                 |                 |                 |
PGC083887                               |                 |                 |                 |
PGC083889                               |                 |                 |                 |
PGC083891                               |                 | 24.701          |                 |
PGC083895                               |                 |                 |                 |
PGC083896                               |                 | 24.475          |                 |
PGC083897                               |                 | 24.581          |                 |
PGC083898                               |                 |                 |                 |
PGC083900                               |                 | 25.155          |                 |
PGC083902                               |                 |                 |                 |
PGC083903                               |                 |                 |                 |
PGC083904                               |                 |                 |                 |
PGC083908                               |                 |                 |                 |
PGC083909                               |                 | 25.122          |                 |
PGC083910                               |                 | 24.729          |                 |
PGC083913                               |                 | 25.498          |                 |
PGC083914                               |                 | 23.321          |                 |
PGC083916                               |                 |                 |                 |
PGC083918                               |                 |                 |                 |
PGC083920                               |                 |                 |                 |
PGC083923                               |                 | 24.703          |                 |
PGC083924                               |                 | 24.614          |                 |
PGC083925                               |                 |                 |                 |
PGC083928                               |                 |                 |                 |
PGC083931                               |                 |                 |                 |
PGC083935                               |                 |                 |                 |
PGC083978                               |                 |                 |                 |
PGC083988                               |                 | 23.525          | -20.383         |
PGC084052                               |  224.2          | 23.369          | -21.254         |
PGC084084                               |                 | 23.642          | -20.156         |
PGC084895                               |    90           | 23.506          | -18.3           |
PGC084901                               |                 | 23.85           | -21.466         |
PGC084902                               |  190.99         |                 |                 |
PGC084924                               |                 | 23.826          |                 |
PGC084930                               |                 | 23.548          |                 |
PGC084939                               |                 | 23.606          |                 |
PGC084956                               |                 | 23.941          |                 |
PGC084961                               |                 | 23.82           | -19.768         |
PGC084978                               |  96.72          | 24.171          | -18.617         |
PGC084988                               |                 | 23.468          |                 |
PGC084995                               |                 | 23.935          | -20.038         |
PGC084996                               |  135.3          | 23.484          | -19.642         |
PGC085006                               |                 |                 | -18.691         |
PGC085044                               |                 | 23.725          |                 |
PGC085239                               |                 | 23.863          | -15.571         |
PGC085264                               |                 | 23.652          | -20.708         |
PGC086310                               |  69.26          | 23.321          | -19.76          |
PGC086314                               |  103.9          | 23.721          | -18.858         |
PGC087406                               |                 | 23.936          | -20.183         |
PGC087411                               |                 | 23.888          | -19.543         |
PGC087414                               |                 | 23.376          | -18.223         |
PGC087415                               |                 |                 |                 |
PGC087418                               |                 |                 |                 |
PGC087442                               |  266.44         | 23.567          | -21.545         |
PGC087443                               |  246.95         | 23.812          | -21.323         |
PGC087444                               |  246.04         | 23.745          | -21.343         |
PGC088830                               |                 | 24.754          | -21.088         |
PGC088846                               |                 | 24.32           | -18.698         |
PGC088853                               |                 | 24.283          | -18.906         |
PGC088855                               |  116.01         | 23.606          | -19.181         |
PGC088857                               |  283.99         | 24.706          | -21.02          |
PGC088860                               |  196.74         | 23.931          | -20.436         |
PGC088879                               |  203.61         | 23.576          | -19.636         |
PGC088882                               |  198.06         | 23.399          | -20.619         |
PGC088962                               |  150.21         |                 | -19.347         |
PGC088978                               |                 |                 | -19.37          |
PGC088982                               |                 |                 |                 |
PGC089007                               |                 |                 |                 |
PGC089008                               |                 |                 |                 |
PGC089010                               |                 |                 |                 |
PGC089420                               |                 | 23.187          | -20.973         |
PGC089758                               |  127.94         | 23.666          | -21.098         |
PGC089784                               |  103.87         | 23.287          | -18.628         |
PGC089841                               |  139.93         | 23.467          | -17.666         |
PGC090172                               |                 | 23.271          | -21.193         |
PGC090180                               |                 | 23.302          | -20.313         |
PGC090184                               |                 | 23.667          | -19.824         |
PGC090200                               |                 | 23.532          | -20.067         |
PGC090236                               |                 | 24.05           | -18.661         |
PGC093522                               |                 |                 | -19.26          |
PGC093525                               |                 |                 |                 |
PGC093526                               |  116.02         | 23.645          | -19.653         |
PGC093561                               |                 |                 |                 |
PGC093961                               |                 | 23.452          | -22.493         |
PGC093963                               |                 | 22.505          | -21.959         |
PGC094231                               |                 | 24.552          | -21.985         |
PGC094242                               |                 | 24.255          | -20.718         |
PGC095400                               |                 | 22.983          | -21.488         |
PGC095743                               |                 | 23.396          | -20.308         |
PGC095749                               |                 |                 |                 |
PGC095751                               |                 |                 |                 |
PGC095754                               |                 | 23.642          | -20.458         |
PGC095763                               |                 | 24.241          | -19.505         |
PGC095767                               |                 | 23.814          | -20.332         |
PGC095768                               |                 |                 |                 |
PGC095775                               |                 |  23.8           | -21.064         |
PGC095778                               |  160.18         | 24.631          | -20.092         |
PGC095780                               |                 | 23.659          | -19.938         |
PGC095781                               |  135.96         | 23.594          | -19.325         |
PGC095782                               |                 | 23.897          | -20.315         |
PGC095786                               |  63.86          | 24.154          | -20.089         |
PGC095788                               |                 | 23.619          | -19.821         |
PGC095789                               |  228.51         | 23.633          | -20.504         |
PGC095791                               |  212.72         | 24.115          | -21.246         |
PGC095793                               |  103.99         | 24.646          | -19.543         |
PGC095795                               |  249.12         | 23.862          | -20.987         |
PGC095801                               |  167.34         | 23.665          | -20.188         |
PGC095803                               |                 |                 |                 |
PGC095805                               |  111.48         | 23.865          | -19.558         |
PGC095806                               |  196.29         | 23.891          | -20.167         |
PGC095810                               |  127.88         | 24.648          | -19.404         |
PGC095811                               |  143.62         | 24.369          | -19.508         |
PGC095812                               |  138.74         | 24.363          | -19.131         |
PGC095814                               |  100.32         | 24.051          | -19.426         |
PGC095815                               |                 | 23.764          | -19.708         |
PGC095817                               |                 | 23.441          | -19.45          |
PGC095822                               |                 | 23.851          | -19.799         |
PGC095827                               |  79.95          | 24.486          | -19.392         |
PGC095831                               |  240.55         | 23.86           | -20.327         |
PGC095840                               |                 | 24.447          | -20.451         |
PGC095843                               |                 | 23.207          | -19.817         |
PGC095846                               |                 | 23.824          | -20.431         |
PGC095849                               |  191.56         | 23.653          | -20.467         |
PGC095855                               |  166.76         | 23.759          | -19.99          |
PGC095857                               |  132.34         | 23.473          | -19.893         |
PGC095861                               |                 | 23.638          | -19.878         |
PGC095862                               |                 | 24.282          | -19.702         |
PGC095863                               |  194.09         |                 |                 |
PGC095864                               |                 | 24.671          | -20.68          |
PGC095868                               |                 | 23.546          | -20.385         |
PGC095871                               |                 | 23.874          | -20.809         |
PGC095876                               |                 | 23.719          | -19.672         |
PGC095877                               |                 | 23.753          | -19.963         |
PGC095879                               |                 | 23.969          | -20.617         |
PGC095880                               |                 | 24.068          | -19.791         |
PGC095881                               |                 | 23.586          | -20.037         |
PGC095882                               |                 |                 |                 |
PGC095884                               |                 | 23.566          | -20.35          |
PGC095885                               |                 | 24.18           | -21.301         |
PGC095887                               |                 | 24.474          | -20.013         |
PGC096004                               |                 |                 |                 |
PGC096569                               |                 |                 | -18.931         |
PGC096587                               |                 | 23.564          | -19.395         |
PGC097659                               |  186.55         | 24.371          | -21.136         |
PGC097670                               |                 | 24.028          | -19.269         |
PGC097890                               |                 | 24.132          | -21.459         |
PGC098093                               |                 | 24.524          | -18.47          |
PGC098155                               |  133.48         | 24.338          | -19.859         |
PGC098203                               |                 | 23.968          | -18.489         |
PGC098226                               |  114.89         | 24.016          | -19.115         |
PGC098228                               |                 | 24.312          | -19.545         |
PGC098248                               |                 | 24.876          | -18.829         |
PGC098261                               |                 | 24.309          | -18.564         |
PGC098269                               |  189.98         | 23.131          | -20.063         |
PGC098271                               |  214.73         | 24.068          | -19.826         |
PGC098316                               |                 | 24.659          | -18.55          |
PGC098352                               |  107.97         | 23.832          | -19.872         |
PGC098363                               |  165.27         | 24.035          | -19.994         |
PGC098366                               |  285.96         | 23.604          | -20.174         |
PGC098382                               |                 | 24.257          | -18.553         |
PGC098393                               |  174.22         | 23.881          | -19.29          |
PGC098403                               |                 | 24.594          | -18.587         |
PGC098457                               |  125.26         | 24.079          | -18.881         |
PGC098460                               |                 | 23.613          | -19.362         |
PGC098545                               |  189.54         | 24.006          | -19.51          |
PGC098796                               |                 | 24.096          | -19.669         |
PGC098839                               |                 | 24.092          | -19.048         |
PGC098864                               |                 | 24.105          | -19.177         |
PGC098908                               |                 | 24.615          | -18.927         |
PGC098929                               |                 | 23.59           | -18.226         |
PGC098948                               |                 | 24.52           | -19.429         |
PGC098959                               |                 | 23.836          | -20.502         |
PGC098988                               |                 | 23.694          | -19.699         |
PGC098994                               |                 | 24.086          | -19.188         |
PGC099035                               |                 | 24.284          | -19.102         |
PGC099055                               |                 | 24.344          | -19.134         |
PGC099059                               |                 | 24.083          | -18.709         |
PGC099064                               |                 | 23.962          | -19.879         |
PGC099086                               |                 | 24.234          | -18.956         |
PGC099122                               |                 | 24.028          | -18.932         |
PGC099666                               |  397.92         | 23.955          | -21.451         |
PGC100174                               |                 | 23.955          | -18.537         |
PGC100714                               |                 | 24.253          | -21.308         |
PGC100716                               |                 | 24.036          | -20.784         |
PGC101126                               |                 | 23.581          | -21.344         |
PGC101128                               |                 | 23.711          | -21.261         |
PGC101129                               |                 | 23.701          | -21.282         |
PGC101131                               |                 | 23.425          | -21.288         |
PGC101135                               |  123.68         | 23.397          | -19.836         |
PGC101180                               |                 |                 |                 |
PGC101181                               |                 | 24.178          | -21.456         |
PGC101182                               |                 | 23.469          | -21.039         |
PGC101183                               |                 | 23.698          | -21.387         |
PGC101184                               |                 | 24.312          | -21.144         |
PGC101185                               |                 | 23.115          | -21.64          |
PGC101192                               |                 | 23.767          | -20.014         |
PGC101193                               |                 | 23.217          | -18.953         |
PGC101195                               |                 | 23.198          | -20.404         |
PGC101196                               |   194           | 24.055          | -20.034         |
PGC101198                               |                 | 23.484          | -21.795         |
PGC101199                               |                 | 24.458          | -19.202         |
PGC101201                               |                 |                 |                 |
PGC101205                               |                 | 24.109          | -20.957         |
PGC101206                               |                 |                 |                 |
PGC101209                               |                 | 23.809          | -19.84          |
PGC101212                               |                 | 25.118          | -21.096         |
PGC101214                               |                 | 23.394          | -22.152         |
PGC101215                               |                 | 24.082          | -21.018         |
PGC101216                               |                 | 23.776          | -20.101         |
PGC101217                               |                 | 24.574          | -19.727         |
PGC101218                               |                 | 23.317          | -19.332         |
PGC101219                               |                 | 23.857          | -22.584         |
PGC101223                               |                 | 23.581          | -22.147         |
PGC101224                               |                 |                 |                 |
PGC101225                               |                 | 24.019          | -21.663         |
PGC101226                               |                 | 23.947          | -22.174         |
PGC101227                               |                 | 23.672          | -21.874         |
PGC101228                               |                 | 24.092          | -21.938         |
PGC101229                               |                 | 23.674          | -21.504         |
PGC101230                               |                 | 23.607          | -20.541         |
PGC101231                               |                 | 23.756          | -21.769         |
PGC101232                               |                 | 23.826          | -22.09          |
PGC101233                               |                 | 23.773          | -21.173         |
PGC101235                               |                 | 24.154          | -21.104         |
PGC101236                               |                 | 23.444          | -21.832         |
PGC101237                               |                 | 23.41           | -21.577         |
PGC101244                               |                 | 23.58           | -21.646         |
PGC101245                               |                 | 23.547          | -22.128         |
PGC101246                               |                 |                 |                 |
PGC101247                               |                 | 23.931          | -21.975         |
PGC101249                               |                 |                 |                 |
PGC101251                               |                 | 23.836          | -21.982         |
PGC101254                               |                 | 23.301          | -21.1           |
PGC101255                               |                 | 23.849          | -21.28          |
PGC101256                               |                 | 23.864          | -21.828         |
PGC101258                               |                 | 24.312          | -22.779         |
PGC101259                               |                 | 23.864          | -21.626         |
PGC106132                               |                 | 24.299          | -22.259         |
PGC106829                               |                 | 23.658          | -21.432         |
PGC107036                               |                 |                 |                 |
PGC107070                               |                 | 23.352          | -21.078         |
PGC121289                               |                 | 23.546          | -18.808         |
PGC121355                               |                 | 23.675          | -22.18          |
PGC121939                               |                 | 23.699          | -21.882         |
PGC121984                               |                 | 24.083          | -20.359         |
PGC122124                               |                 | 23.834          | -20.161         |
PGC122703                               |                 |                 |                 |
PGC122806                               |                 | 24.663          | -20.573         |
PGC123352                               |                 | 23.984          | -22.163         |
PGC123499                               |                 |                 |                 |
PGC124490                               |                 | 24.023          | -20.392         |
PGC127237                               |                 | 23.812          | -21.491         |
PGC127284                               |                 | 23.679          | -22.072         |
PGC127625                               |                 | 23.632          | -21.939         |
PGC127720                               |                 | 23.79           | -21.147         |
PGC128125                               |                 | 24.138          | -21.353         |
PGC128139                               |                 | 23.887          | -21.6           |
PGC128459                               |  205.13         | 23.479          | -20.962         |
PGC128487                               |                 | 23.816          | -20.585         |
PGC128959                               |                 | 23.784          | -21.633         |
PGC128961                               |                 | 23.729          | -21.433         |
PGC128967                               |                 | 23.929          | -21.726         |
PGC128971                               |                 | 23.54           |                 |
PGC128973                               |                 | 23.697          | -22.237         |
PGC128979                               |                 | 23.647          | -20.604         |
PGC128986                               |                 | 23.202          | -19.66          |
PGC128992                               |                 | 23.696          | -21.129         |
PGC128993                               |                 | 23.547          | -22.426         |
PGC128994                               |                 | 23.601          | -21.02          |
PGC128998                               |                 | 23.564          | -20.353         |
PGC129000                               |                 | 23.938          | -21.649         |
PGC129008                               |                 | 23.994          | -20.102         |
PGC129012                               |                 | 24.079          | -21.927         |
PGC129013                               |                 | 23.268          | -20.778         |
PGC129014                               |                 | 24.17           | -19.528         |
PGC129020                               |                 | 23.834          | -20.632         |
PGC129026                               |                 | 23.353          | -20.741         |
PGC129030                               |                 | 23.472          | -20.383         |
PGC129045                               |                 | 24.373          | -22.765         |
PGC129047                               |                 | 23.994          | -20.484         |
PGC129050                               |                 | 23.728          | -21.581         |
PGC129058                               |                 | 23.697          | -20.892         |
PGC129211                               |                 | 24.119          | -23.129         |
PGC129212                               |                 | 23.618          |                 |
PGC129274                               |                 | 23.336          | -21.869         |
PGC129277                               |                 | 24.044          | -21.797         |
PGC129785                               |                 | 23.546          | -16.496         |
PGC129801                               |                 | 23.805          | -22.226         |
PGC129860                               |                 | 23.802          | -20.934         |
PGC129874                               |                 | 24.566          | -18.088         |
PGC129876                               |                 | 23.686          | -20.876         |
PGC129877                               |                 | 24.086          | -22.465         |
PGC129882                               |                 | 23.587          | -16.742         |
PGC129886                               |                 | 23.574          | -21.606         |
PGC129951                               |                 |                 |                 |
PGC129997                               |                 | 23.522          | -23.451         |
PGC130016                               |                 | 23.713          | -21.217         |
PGC130040                               |                 | 23.633          | -21.932         |
PGC130103                               |                 | 23.536          | -20.961         |
PGC130532                               |                 | 23.772          | -18.615         |
PGC130533                               |                 | 23.007          | -21.213         |
PGC130538                               |                 | 23.701          | -20.394         |
PGC130542                               |                 |                 |                 |
PGC130543                               |                 | 23.637          |                 |
PGC130546                               |                 | 23.797          | -21.585         |
PGC130551                               |                 | 23.806          | -20.176         |
PGC130553                               |                 | 24.009          | -18.535         |
PGC130557                               |                 | 23.845          | -21.532         |
PGC130561                               |                 | 23.59           | -20.421         |
PGC130566                               |                 | 24.194          | -21.331         |
PGC130568                               |                 | 23.978          | -21.148         |
PGC130569                               |                 | 23.659          | -21.549         |
PGC130572                               |                 | 23.609          | -19.704         |
PGC130574                               |                 | 23.753          | -21.821         |
PGC130579                               |                 | 23.66           | -19.945         |
PGC130583                               |                 | 23.769          | -21.528         |
PGC130588                               |                 | 23.833          | -20.937         |
PGC130590                               |                 | 25.54           | -21.291         |
PGC130592                               |                 | 23.83           | -21.604         |
PGC130596                               |                 | 23.908          | -20.191         |
PGC130608                               |                 | 23.558          | -18.178         |
PGC130609                               |                 | 23.487          |                 |
PGC130612                               |                 | 23.58           | -18.736         |
PGC130614                               |                 | 23.907          | -20.862         |
PGC130616                               |                 | 24.175          | -21.211         |
PGC130617                               |                 | 24.053          | -22.313         |
PGC130620                               |                 | 23.236          | -16.888         |
PGC130621                               |                 | 23.48           | -21.447         |
PGC130623                               |                 | 23.747          | -21.497         |
PGC130624                               |                 | 23.561          | -21.417         |
PGC130625                               |                 | 23.639          | -21.476         |
PGC130631                               |                 | 23.34           | -20.81          |
PGC130632                               |                 | 23.591          | -19.131         |
PGC130633                               |                 | 23.247          | -20.349         |
PGC130639                               |                 | 23.294          | -21.016         |
PGC130648                               |                 | 23.33           | -21.615         |
PGC130650                               |                 | 23.516          | -21.589         |
PGC130654                               |                 | 23.807          |                 |
PGC130655                               |                 | 23.731          | -22.099         |
PGC130656                               |                 | 23.154          | -20.351         |
PGC130658                               |                 | 23.774          | -20.809         |
PGC130663                               |                 | 24.292          | -21.603         |
PGC130669                               |                 | 24.378          |                 |
PGC130670                               |                 | 23.842          | -20.572         |
PGC130672                               |                 | 23.735          | -21.803         |
PGC130682                               |                 | 23.654          |                 |
PGC130683                               |                 |                 |                 |
PGC130686                               |                 | 24.033          | -20.588         |
PGC130689                               |                 | 23.441          | -21.456         |
PGC130695                               |                 | 23.832          | -21.355         |
PGC130696                               |                 | 24.211          | -21.634         |
PGC130699                               |                 | 23.858          | -20.242         |
PGC130700                               |                 | 23.347          | -20.621         |
PGC130702                               |                 | 23.728          | -21.079         |
PGC130704                               |                 | 23.681          | -19.369         |
PGC130707                               |                 | 24.092          | -20.721         |
PGC130709                               |                 | 23.261          | -20.67          |
PGC130711                               |                 | 23.421          | -21.306         |
PGC130713                               |                 | 24.164          | -20.107         |
PGC130726                               |                 | 23.472          | -16.726         |
PGC130727                               |                 | 23.776          | -21.454         |
PGC130728                               |                 | 24.135          | -21.718         |
PGC130730                               |                 |                 |                 |
PGC130733                               |                 | 23.534          | -20.973         |
PGC130738                               |                 |                 |                 |
PGC130744                               |                 | 23.735          | -21.647         |
PGC130749                               |                 |                 |                 |
PGC130755                               |                 | 23.768          | -22.765         |
PGC130760                               |                 | 23.84           | -17.109         |
PGC130761                               |                 | 23.509          | -20.779         |
PGC130765                               |                 | 24.222          | -20.726         |
PGC130773                               |                 | 23.352          | -20.284         |
PGC130774                               |                 |                 |                 |
PGC130777                               |                 | 22.966          | -20.501         |
PGC130778                               |                 | 23.578          | -21.316         |
PGC130780                               |                 | 23.742          | -20.97          |
PGC130782                               |                 | 22.912          | -20.316         |
PGC130784                               |                 |                 |                 |
PGC130788                               |                 |                 |                 |
PGC130790                               |                 | 23.874          | -22.013         |
PGC130792                               |                 | 23.911          | -22.818         |
PGC130796                               |                 | 23.102          | -22.211         |
PGC130798                               |                 | 23.609          | -21.884         |
PGC130801                               |                 |                 |                 |
PGC130804                               |                 |                 |                 |
PGC130810                               |                 | 23.359          | -21.087         |
PGC130814                               |                 |                 |                 |
PGC130816                               |                 | 23.426          | -20.485         |
PGC130817                               |                 | 23.955          | -22.773         |
PGC130818                               |                 | 23.511          | -21.256         |
PGC130819                               |                 | 23.538          | -21.835         |
PGC130821                               |                 | 23.064          | -21.29          |
PGC130823                               |                 | 22.893          | -20.325         |
PGC130829                               |                 | 23.742          | -16.346         |
PGC130837                               |                 | 24.163          | -19.829         |
PGC130861                               |                 | 23.388          | -21.411         |
PGC130862                               |                 | 23.545          | -20.663         |
PGC130868                               |                 | 23.433          | -21.74          |
PGC130869                               |                 | 23.793          | -20.382         |
PGC130875                               |                 | 23.302          | -22.035         |
PGC130922                               |                 | 23.794          | -20.96          |
PGC130936                               |                 | 24.184          | -21.376         |
PGC130944                               |                 | 24.131          | -21.216         |
PGC130948                               |                 | 23.553          | -20.126         |
PGC130953                               |                 | 23.339          | -21.559         |
PGC130954                               |                 | 23.848          | -21.567         |
PGC130961                               |                 | 23.842          | -20.605         |
PGC130979                               |                 | 23.764          | -21.541         |
PGC131004                               |                 | 23.699          | -21.334         |
PGC131509                               |                 | 24.08           | -20.847         |
PGC131571                               |                 | 23.227          | -22.036         |
PGC131576                               |                 | 23.238          | -20.851         |
PGC131614                               |                 | 23.352          | -19.455         |
PGC131655                               |                 | 24.361          | -21.019         |
PGC131658                               |                 | 23.931          | -19.847         |
PGC131660                               |                 | 23.889          | -21.177         |
PGC131682                               |                 | 23.942          | -20.143         |
PGC131683                               |                 | 23.826          | -21.473         |
PGC131685                               |                 | 23.14           | -19.943         |
PGC131688                               |                 | 24.066          | -21.056         |
PGC131700                               |                 | 24.522          | -21.044         |
PGC131703                               |                 | 23.673          | -20.571         |
PGC131704                               |                 | 24.08           | -16.202         |
PGC131722                               |                 | 24.543          | -21.257         |
PGC131723                               |                 | 23.872          | -21.743         |
PGC131724                               |                 | 23.468          | -21.605         |
PGC131725                               |                 | 23.598          | -21.85          |
PGC131730                               |                 | 23.416          | -21.215         |
PGC131733                               |                 | 23.689          | -20.43          |
PGC131735                               |                 | 24.246          | -19.613         |
PGC131762                               |                 | 23.703          |                 |
PGC131764                               |                 | 24.413          | -21.521         |
PGC131767                               |                 | 23.684          | -20.994         |
PGC131778                               |                 | 24.362          | -21.216         |
PGC131801                               |                 | 23.832          | -21.313         |
PGC131804                               |                 | 23.993          | -19.997         |
PGC131810                               |                 | 24.038          | -20.679         |
PGC131828                               |                 | 23.862          | -21.768         |
PGC131838                               |                 | 23.539          | -20.844         |
